ImageId,has_ship
00003e153.jpg,0
000155de5.jpg,1
00021ddc3.jpg,1
0002756f7.jpg,1
0002d0f32.jpg,0
000303d4d.jpg,0
00031f145.jpg,1
00053c6ba.jpg,1
00057a50d.jpg,0
0005d01c8.jpg,1
0006c52e8.jpg,1
0007b8229.jpg,0
000811bb6.jpg,0
0008d6216.jpg,0
000969125.jpg,0
0009a46e1.jpg,0
000a4d4fd.jpg,0
000baef0c.jpg,0
000bd9ac4.jpg,0
000c150b0.jpg,0
000c34352.jpg,0
000d42241.jpg,1
000e37fc6.jpg,0
000e6378b.jpg,1
000e64855.jpg,0
000f1f959.jpg,0
000f7f2fd.jpg,0
000fd9827.jpg,1
0010e88ce.jpg,0
00113a75c.jpg,1
00119e4ba.jpg,0
0011a9ccb.jpg,0
0011c31b7.jpg,0
0012be3bb.jpg,0
0013b2222.jpg,0
00140e597.jpg,0
001566f7c.jpg,1
00167446e.jpg,0
0016ae695.jpg,0
0016c1d02.jpg,0
001739657.jpg,0
001883b1b.jpg,0
0019880c1.jpg,0
0019fc4d8.jpg,1
001ac9fa5.jpg,0
001aee007.jpg,1
001c73c42.jpg,0
001db5968.jpg,0
001dd855d.jpg,0
001e3f475.jpg,0
001e418bc.jpg,1
001ea610a.jpg,0
001eb2794.jpg,1
001eda01f.jpg,1
001f3caca.jpg,0
002155dd1.jpg,0
00220176b.jpg,0
002237256.jpg,0
0023b2b72.jpg,0
00240e745.jpg,0
0024786e1.jpg,0
002490fe4.jpg,0
00249d8ad.jpg,0
00269a792.jpg,1
0029673da.jpg,0
002aa3894.jpg,0
002aae251.jpg,0
002abd5df.jpg,0
002adc40c.jpg,0
002b96007.jpg,0
002c62c03.jpg,1
002c78530.jpg,1
002d56570.jpg,1
002deeb16.jpg,1
002e42551.jpg,0
002e85393.jpg,1
002e8a977.jpg,0
002eba124.jpg,0
002fdcf51.jpg,1
002febce2.jpg,0
003080f2f.jpg,0
00319c32d.jpg,1
0032158a0.jpg,0
003794048.jpg,0
0037dda6b.jpg,0
00383c855.jpg,0
00387da9b.jpg,0
0038fa4c9.jpg,0
00390d79a.jpg,0
00391726f.jpg,0
00397761d.jpg,0
003a13db8.jpg,0
003a7bb0b.jpg,0
003aef141.jpg,0
003b34b6e.jpg,0
003b620f9.jpg,0
003b74542.jpg,0
003c1c842.jpg,0
003c27119.jpg,0
003d0a956.jpg,0
003d43308.jpg,1
003dbe2cf.jpg,0
003dd3638.jpg,0
003e2c95d.jpg,1
003e91970.jpg,0
003f4c640.jpg,0
003fc760d.jpg,0
00400ca9c.jpg,0
00406d1b3.jpg,0
0040cf4e9.jpg,1
004141855.jpg,1
0041c497c.jpg,0
0041d7084.jpg,1
0042da6d5.jpg,0
004304a89.jpg,0
004331bef.jpg,1
00458f435.jpg,0
0045a0833.jpg,0
0045fbd7c.jpg,0
0046d5d83.jpg,1
0047c6676.jpg,0
00492b322.jpg,0
004a73a8c.jpg,0
004bc7ae6.jpg,1
004d4a312.jpg,0
004d7c73a.jpg,1
004db8c97.jpg,0
004e68ede.jpg,1
004f97cfb.jpg,1
00502e612.jpg,0
00512250a.jpg,0
00514059c.jpg,0
0052f82c6.jpg,0
00552a73d.jpg,1
00558fb2a.jpg,0
0056cff59.jpg,0
0056d301c.jpg,1
0056fbc62.jpg,1
005742712.jpg,0
0057b03e2.jpg,0
0057d1789.jpg,0
005883911.jpg,1
0058896c8.jpg,0
00592a761.jpg,0
005a7670a.jpg,1
005a782bb.jpg,0
005b128fd.jpg,0
005b86bd0.jpg,0
005bc2261.jpg,0
005c6a4b7.jpg,0
005d6a820.jpg,1
005ea8d65.jpg,0
005f02549.jpg,1
005f161e5.jpg,0
005faf88a.jpg,1
0060f6de0.jpg,1
00610229c.jpg,1
00624b4d1.jpg,0
0062ad143.jpg,1
0062ae3db.jpg,0
0062c4254.jpg,0
0063175dd.jpg,0
0064320fe.jpg,0
006481d12.jpg,0
0064956d4.jpg,1
0066fa9a8.jpg,0
0068ace36.jpg,0
006946ba9.jpg,0
0069e6715.jpg,0
006a5835a.jpg,0
006bd5648.jpg,0
006c24464.jpg,0
00706447d.jpg,0
0070fe317.jpg,1
00711596a.jpg,0
00717ce00.jpg,0
00731c2cc.jpg,0
007458ed0.jpg,0
0074d6c72.jpg,1
007534159.jpg,1
00761707d.jpg,1
00767775f.jpg,0
00767e7c2.jpg,0
0076e2074.jpg,1
007779200.jpg,0
0078344d7.jpg,0
007886537.jpg,0
007947521.jpg,0
007971405.jpg,0
0079bd312.jpg,0
0079f46f5.jpg,0
007b39d27.jpg,1
007ce0003.jpg,0
007ce759d.jpg,0
007ecf483.jpg,0
008028110.jpg,0
008127d89.jpg,1
008129422.jpg,1
00837bf48.jpg,0
008401010.jpg,0
0085c5104.jpg,0
0085e527a.jpg,0
008605bcf.jpg,1
00862fc1d.jpg,0
0086bf67c.jpg,0
0086f828b.jpg,1
00875a44f.jpg,0
008775d3e.jpg,0
0087cfecb.jpg,0
008863fe8.jpg,1
0089afe3f.jpg,0
0089c7bf1.jpg,0
0089fe989.jpg,0
008aa8cda.jpg,0
008aafbd4.jpg,0
008bc8983.jpg,1
008be7e31.jpg,1
008be8252.jpg,0
008c71d89.jpg,0
008c8a442.jpg,0
008cd37c7.jpg,0
008d0ff07.jpg,0
008d2170e.jpg,1
008da962d.jpg,0
008dbba6c.jpg,0
008e155f6.jpg,0
008fd2b42.jpg,1
0092b764b.jpg,0
009315aad.jpg,0
0093754d4.jpg,1
0093b5ad2.jpg,0
009412a5b.jpg,0
009412ee5.jpg,0
00944a000.jpg,0
00949c7e5.jpg,0
0095be2f4.jpg,0
00975abe1.jpg,1
0097bfba4.jpg,0
0098456ff.jpg,1
0098652ab.jpg,1
00990fe74.jpg,1
009a7f5e8.jpg,0
009a88723.jpg,0
009abe676.jpg,0
009c1116c.jpg,1
009c23adc.jpg,0
009d02050.jpg,0
009d02498.jpg,0
009d82942.jpg,0
009d9b565.jpg,0
009e22bfb.jpg,1
009e2d63e.jpg,0
009eb0e0c.jpg,1
009f13556.jpg,0
009ff1a8e.jpg,0
00a0969df.jpg,0
00a1aab5b.jpg,1
00a355197.jpg,0
00a3780b5.jpg,0
00a3e57fe.jpg,0
00a4ba88b.jpg,0
00a5195bb.jpg,0
00a52cd2a.jpg,1
00a5a195b.jpg,0
00a5f7e44.jpg,0
00a645e13.jpg,0
00a694b3e.jpg,0
00a6d0513.jpg,0
00a74a7fe.jpg,0
00a7c6bed.jpg,0
00a8afb91.jpg,0
00a8c3d3f.jpg,0
00a9e2ec9.jpg,1
00aa60389.jpg,1
00aa6b360.jpg,0
00aa8b3ed.jpg,0
00aa8bc42.jpg,1
00aa97862.jpg,0
00ab5f960.jpg,0
00ab68758.jpg,0
00abc623a.jpg,1
00abee27d.jpg,0
00ad1b99d.jpg,0
00afeee04.jpg,0
00b068427.jpg,0
00b08514a.jpg,0
00b0fa633.jpg,1
00b12b824.jpg,0
00b1bf1a2.jpg,0
00b21150c.jpg,1
00b23ba7b.jpg,0
00b26721d.jpg,0
00b2a7cbd.jpg,0
00b3251e8.jpg,0
00b3e6991.jpg,1
00b47a21b.jpg,0
00b4e0964.jpg,0
00b50648d.jpg,0
00b547054.jpg,0
00b57297d.jpg,0
00b590f9c.jpg,0
00b75f639.jpg,0
00b846e38.jpg,0
00b872d8e.jpg,1
00b8b6f4a.jpg,0
00b9add0a.jpg,0
00ba1e4dd.jpg,0
00bc02187.jpg,0
00bc32969.jpg,0
00bc5dcb4.jpg,0
00bc708e0.jpg,1
00bc9b822.jpg,0
00bdb4df7.jpg,0
00be4edfb.jpg,1
00be74b9b.jpg,0
00bf5cdfc.jpg,0
00bfb0282.jpg,0
00bfb6baf.jpg,0
00c0f5958.jpg,0
00c15630e.jpg,0
00c1ea1a8.jpg,0
00c206813.jpg,0
00c28b072.jpg,0
00c2c8539.jpg,1
00c47151c.jpg,0
00c4a90d2.jpg,1
00c4b4f62.jpg,1
00c4be6fa.jpg,0
00c4d7198.jpg,0
00c5152fc.jpg,0
00c571edd.jpg,1
00c643d30.jpg,0
00c64e396.jpg,0
00c6914ce.jpg,0
00c6ad714.jpg,0
00c74d4fb.jpg,0
00c81c432.jpg,1
00c97988a.jpg,0
00c9a7ed3.jpg,1
00cad4541.jpg,1
00cad69fb.jpg,0
00cbaedeb.jpg,0
00cc6e1ac.jpg,0
00ce58589.jpg,0
00cfe6c74.jpg,0
00d0a646b.jpg,1
00d0cd3bd.jpg,0
00d13d6fc.jpg,0
00d206d06.jpg,0
00d33f521.jpg,0
00d35510d.jpg,0
00d38a622.jpg,0
00d412548.jpg,1
00d6233bc.jpg,0
00d779140.jpg,0
00d83c58e.jpg,0
00d85d54f.jpg,0
00d89dfdc.jpg,0
00d8c745b.jpg,0
00d9bb194.jpg,0
00da207ef.jpg,0
00da31dcb.jpg,0
00db890ad.jpg,0
00dbe507d.jpg,1
00dc0b515.jpg,0
